file_name,family_id
A000001_L.avi.5107.806.371.922.448.png,0
A000001_L.avi.5174.912.280.994.335.png,0
A000002_L.avi.19113.323.322.459.413.png,0
A000002_L.avi.19127.529.356.654.440.png,0
A000002_L.avi.19127.502.395.638.485.png,0
A000003_L.avi.22693.256.229.381.312.png,0
A000003_L.avi.22717.253.171.381.257.png,0
A000004_L.avi.14309.1034.306.1244.446.png,0
A000005_L.avi.5101.566.288.730.397.png,0
A000005_L.avi.5136.1122.130.1321.263.png,0
A000005_L.avi.5136.662.220.828.330.png,0
A000005_L.avi.5136.259.217.424.326.png,0
A000005_L.avi.5136.1244.194.1389.291.png,0
A000005_L.avi.5084.301.284.472.397.png,0
A000005_L.avi.5136.1232.241.1398.352.png,0
A000005_L.avi.5136.977.268.1173.399.png,0
A000005_L.avi.5136.886.302.1065.422.png,0
A000006_L.avi.18416.267.232.415.330.png,0
A000006_L.avi.18428.519.412.677.518.png,0
A000006_L.avi.18431.522.428.694.542.png,0
A000006_L.avi.18433.423.364.625.499.png,0
A000006_L.avi.18445.1074.473.1234.579.png,0
A000006_L.avi.18412.243.380.435.508.png,0
A000006_L.avi.18425.631.355.822.482.png,0
A000006_L.avi.18448.1045.492.1222.610.png,0
A000008_L.avi.76733.395.329.551.433.png,0
A000008_L.avi.76883.237.247.383.345.png,0
A000009_L.avi.17011.720.46.894.162.png,0
A000009_L.avi.17022.882.104.1077.234.png,0
A000009_L.avi.17022.832.176.1015.298.png,0
A000009_L.avi.17022.663.74.879.218.png,0
A000009_L.avi.17023.982.93.1160.212.png,0
A000009_L.avi.17063.511.105.673.213.png,0
A000009_L.avi.17017.1120.120.1267.249.png,0
A000009_L.avi.17048.1182.226.1324.321.png,0
A000009_L.avi.17063.868.134.1054.258.png,0
A000012_L.avi.8455.1067.592.1221.695.png,0
A000012_L.avi.8455.951.560.1095.656.png,0
A000012_L.avi.8547.766.572.918.673.png,0
A000012_L.avi.8655.694.535.853.641.png,0
A000012_L.avi.8646.998.587.1175.705.png,0
A000012_L.avi.8753.506.653.707.787.png,0
A000013_L.avi.4999.734.350.939.486.png,0
A000013_L.avi.4999.1029.382.1187.487.png,0
A000013_L.avi.5224.971.399.1128.504.png,0
A000013_L.avi.5296.989.313.1154.423.png,0
A000013_L.avi.4999.899.396.1056.500.png,0
A000013_L.avi.5031.1054.376.1210.481.png,0
A000014_L.avi.130618.1256.323.1401.420.png,0
A000014_L.avi.130723.1462.305.1623.412.png,0
A000014_L.avi.130740.1466.422.1613.520.png,0
A000014_L.avi.130810.754.407.915.515.png,0
A000014_L.avi.130705.1632.348.1770.440.png,0
A000015_L.avi.14652.1111.454.1289.573.png,0
A000029_L.avi.10455.722.279.874.380.png,0
A000029_L.avi.10459.509.189.673.298.png,0
A000031_L.avi.9272.993.305.1207.447.png,0
A000033_L.avi.77139.441.358.589.485.png,0
A000033_L.avi.77148.555.372.768.514.png,0
A000033_L.avi.77148.710.430.889.549.png,0
A000033_L.avi.77148.710.549.872.657.png,0
A000033_L.avi.77153.782.463.934.564.png,0
A000033_L.avi.77178.125.213.367.374.png,0
A000035_L.avi.168344.1725.324.1824.418.png,0
A000044_L.avi.7236.791.836.968.954.png,0
A000044_L.avi.7340.830.859.993.967.png,0
A000044_L.avi.7367.907.723.1025.802.png,0
A000044_L.avi.7294.600.631.744.727.png,0
A000050_L.avi.82832.495.404.672.522.png,0
A000050_L.avi.82921.160.357.298.449.png,0
A000051_L.avi.55725.1735.637.1911.754.png,0
A000051_L.avi.55350.234.819.447.961.png,0
A000051_L.avi.55549.1670.477.1863.606.png,0
A000063_L.avi.8778.330.120.462.208.png,0
A000063_L.avi.8778.603.183.724.263.png,0
A000063_L.avi.8793.39.237.195.342.png,0
A000063_L.avi.8807.930.199.1044.275.png,0
A000063_L.avi.8807.843.234.957.310.png,0
A000063_L.avi.8839.516.304.651.394.png,0
A000063_L.avi.8995.739.87.841.155.png,0
A000065_L.avi.46129.603.469.816.611.png,0
A000068_L.avi.12630.238.777.379.871.png,0
A000068_L.avi.12675.463.772.624.879.png,0
A000068_L.avi.12689.89.593.240.693.png,0
A000068_L.avi.12704.466.673.617.773.png,0
A000068_L.avi.12727.691.792.830.884.png,0
A000068_L.avi.12758.193.740.348.843.png,0
A000068_L.avi.12784.873.850.1026.952.png,0
A000068_L.avi.12831.927.892.1073.989.png,0
A000068_L.avi.12789.935.869.1083.967.png,0
A000070_L.avi.26659.812.174.1002.301.png,0
A000070_L.avi.26705.136.223.337.357.png,0
A000071_L.avi.28731.824.318.956.406.png,0
A000071_L.avi.29004.-8.433.156.543.png,0
G000282_L.avi.10037.711.0.889.94.png,0
G000282_L.avi.10091.925.4.1115.131.png,0
G000282_L.avi.10118.1043.95.1229.219.png,0
G000282_L.avi.10294.982.69.1159.187.png,0
G000282_L.avi.10134.485.65.696.205.png,0
G000284_L.avi.14609.1304.326.1508.462.png,0
G000373_L.avi.37728.1158.0.1461.192.png,0
A000001_L.avi.5194.811.472.979.584.png,1
A000006_L.avi.9396.492.331.620.416.png,1
A000009_L.avi.6519.963.142.1075.216.png,1
A000009_L.avi.6519.817.116.927.189.png,1
A000009_L.avi.6576.897.83.1012.160.png,1
A000010_L.avi.86346.989.640.1109.719.png,1
A000010_L.avi.86356.797.622.943.720.png,1
A000012_L.avi.14866.595.606.751.710.png,1
A000013_L.avi.16640.444.387.603.493.png,1
A000013_L.avi.15829.856.325.977.415.png,1
A000029_L.avi.16087.983.269.1144.377.png,1
A000029_L.avi.16192.908.248.1080.362.png,1
A000033_L.avi.90939.1044.563.1195.663.png,1
A000033_L.avi.91304.1078.547.1200.628.png,1
A000035_L.avi.17623.817.271.948.359.png,1
A000035_L.avi.17646.1122.261.1260.353.png,1
A000035_L.avi.17653.1574.428.1753.547.png,1
A000035_L.avi.17733.1560.456.1734.572.png,1
A000035_L.avi.17733.1662.175.1826.284.png,1
A000035_L.avi.17638.1285.280.1442.384.png,1
A000035_L.avi.17683.1248.340.1406.445.png,1
A000035_L.avi.17683.1405.276.1552.374.png,1
A000036_L.avi.9246.503.250.634.337.png,1
A000044_L.avi.8449.509.671.672.780.png,1
A000044_L.avi.8445.310.799.475.909.png,1
A000045_L.avi.25353.677.360.902.509.png,1
A000045_L.avi.25306.443.331.658.474.png,1
A000050_L.avi.42788.189.356.364.473.png,1
A000051_L.avi.55623.192.707.333.802.png,1
A000063_L.avi.8462.769.364.905.455.png,1
A000063_L.avi.8592.417.383.611.513.png,1
A000063_L.avi.8462.861.300.1018.405.png,1
A000064_L.avi.57675.1028.184.1233.320.png,1
A000065_L.avi.139397.844.498.976.586.png,1
A000065_L.avi.139700.1119.507.1185.611.png,1
A000065_L.avi.139787.1308.509.1414.591.png,1
A000065_L.avi.139798.309.561.471.668.png,1
A000065_L.avi.139857.1293.503.1380.604.png,1
A000065_L.avi.139861.726.546.884.651.png,1
A000065_L.avi.140012.211.595.360.694.png,1
A000065_L.avi.139861.405.550.558.651.png,1
A000065_L.avi.140085.1254.493.1368.569.png,1
A000065_L.avi.140331.1019.498.1105.593.png,1
A000065_L.avi.140750.1142.516.1256.592.png,1
A000070_L.avi.65328.1038.200.1197.306.png,1
A000070_L.avi.65359.928.281.1111.403.png,1
A000070_L.avi.65590.1289.99.1462.214.png,1
B000109_L.MP4.817.787.442.938.542.png,1
B000167_L.MP4.1600.948.9.1075.94.png,1
B000246_L.MP4.43656.437.55.587.154.png,1
G000282_L.avi.12774.588.90.774.214.png,1
G000282_L.avi.12719.351.55.539.180.png,1
G000282_L.avi.12754.715.0.920.101.png,1
A000001_L.avi.5401.1286.592.1350.639.png,2
A000001_L.avi.5401.1062.992.1126.1039.png,2
A000001_L.avi.5422.1062.786.1134.834.png,2
A000001_L.avi.5431.1410.537.1484.586.png,2
A000001_L.avi.5546.912.905.982.952.png,2
A000001_L.avi.5546.861.926.917.981.png,2
A000001_L.avi.5584.792.983.859.1039.png,2
A000001_L.avi.5594.1481.532.1549.581.png,2
A000001_L.avi.5636.1088.762.1167.815.png,2
A000001_L.avi.5636.850.989.899.1054.png,2
A000001_L.avi.5665.1267.705.1337.751.png,2
A000001_L.avi.5781.1063.809.1121.864.png,2
A000010_L.avi.24305.373.857.512.950.png,2
G000007_L.avi.76997.609.427.755.524.png,2
G000007_L.avi.76966.639.335.777.427.png,2
G000011_L.avi.13304.1590.973.1706.1050.png,2
G000026_L.avi.11929.1155.442.1238.497.png,2
G000115_L.avi.110127.1188.409.1259.495.png,2
G000115_L.avi.110132.934.226.1046.301.png,2
G000115_L.avi.110209.586.304.682.368.png,2
G000115_L.avi.110217.797.446.905.518.png,2
G000115_L.avi.110240.464.491.577.566.png,2
G000115_L.avi.110395.657.414.777.494.png,2
G000115_L.avi.110871.328.391.424.455.png,2
G000115_L.avi.110346.50.262.137.322.png,2
G000116_L.avi.52033.1484.855.1586.923.png,2
G000116_L.avi.52030.896.790.995.856.png,2
G000128_L.avi.88225.1170.126.1250.180.png,2
G000128_L.avi.88363.1532.250.1615.305.png,2
G000128_L.avi.88450.1686.452.1719.560.png,2
G000128_L.avi.88535.1288.539.1399.614.png,2
G000128_L.avi.88266.1495.217.1590.281.png,2
G000128_L.avi.88362.1534.250.1615.304.png,2
G000128_L.avi.88243.1308.342.1373.408.png,2
A000001_L.avi.5573.848.383.992.479.png,3
B000087_L.MP4.20661.684.442.835.542.png,3
B000282_L.MP4.40407.815.572.947.659.png,3
B000406_L.MP4.17583.1406.324.1549.419.png,3
B000417_L.MP4.4956.437.946.560.1090.png,3
G000005_L.avi.8059.433.284.596.393.png,3
G000016_L.avi.91238.886.813.1055.926.png,3
G000037_L.avi.101228.1495.471.1671.588.png,3
G000114_L.avi.12871.1475.525.1579.595.png,3
G000115_L.avi.14708.1308.238.1434.347.png,3
G000118_L.avi.28818.1408.93.1553.190.png,3
G000141_L.avi.52174.386.931.474.1042.png,3
G000143_L.avi.9663.1139.871.1250.944.png,3
G000144_L.avi.62797.161.666.503.894.png,3
G000148_L.avi.11000.1334.817.1493.924.png,3
G000175_L.avi.92432.802.685.943.778.png,3
G000191_L.avi.40878.920.853.1002.948.png,3
G000224_L.avi.58464.390.123.581.250.png,3
A000001_L.avi.5739.1213.299.1364.399.png,1
A000009_L.avi.39637.1011.363.1159.462.png,1
A000010_L.avi.9833.198.526.358.632.png,1
A000063_L.avi.44979.458.211.573.287.png,1
A000065_L.avi.139702.452.445.638.569.png,1
A000069_L.avi.12358.555.493.689.582.png,1
A000069_L.avi.12438.127.651.271.746.png,1
G000141_L.avi.54326.647.968.706.1088.png,1
A000001_L.avi.5884.542.663.636.727.png,1
A000001_L.avi.5884.383.753.463.832.png,1
B000031_L.MP4.16743.757.621.880.703.png,1
B000052_L.MP4.25045.1258.345.1300.457.png,1
B000060_L.MP4.37007.709.516.827.594.png,1
B000094_L.MP4.11569.726.362.807.450.png,1
B000094_L.MP4.11570.941.131.1029.205.png,1
B000134_L.MP4.21364.121.445.236.522.png,1
B000134_L.MP4.21364.288.476.424.567.png,1
B000226_L.MP4.39900.1171.653.1289.732.png,1
B000274_L.MP4.29680.1013.214.1145.302.png,1
B000308_L.MP4.18986.815.124.893.203.png,1
B000330_L.MP4.22900.1195.211.1300.281.png,1
B000330_L.MP4.22900.1498.183.1621.265.png,1
B000338_L.MP4.40688.180.374.253.448.png,1
B000358_L.MP4.32586.251.801.356.871.png,1
B000412_L.MP4.10594.848.941.938.1008.png,1
G000004_L.avi.80436.1359.723.1530.837.png,1
G000004_L.avi.80629.1177.583.1326.682.png,1
G000004_L.avi.80750.1573.684.1746.800.png,1
G000015_L.avi.89790.1383.798.1465.870.png,1
G000016_L.avi.22723.622.989.759.1080.png,1
G000017_L.avi.32834.-5.489.62.588.png,1
G000018_L.avi.30650.1143.334.1253.407.png,1
G000018_L.avi.30664.1220.382.1344.465.png,1
G000024_L.avi.86371.1681.77.1901.225.png,1
G000025_L.avi.52298.1496.109.1636.201.png,1
G000025_L.avi.52293.1248.103.1311.202.png,1
G000035_L.avi.6509.852.474.957.544.png,1
G000035_L.avi.5797.925.501.1050.584.png,1
G000081_L.avi.80258.1517.465.1646.552.png,1
G000090_L.avi.9825.1079.452.1249.565.png,1
G000090_L.avi.9930.1108.426.1206.494.png,1
G000090_L.avi.10055.1171.392.1308.483.png,1
